time format	time	flow (L/s)	raw (NTU)	sed (NTU)	filter (NTU)
11/6/16 0:00	42680.00	12.78	23.350	0.00	0.00
11/7/16 0:00	42681.00	12.78	23.120	0.00	0.00
11/7/16 0:00	42681.00	12.78	22.540	0.00	0.00
11/7/16 0:00	42681.00	12.78	21.770	0.00	0.00
11/7/16 0:00	42681.00	12.78	22.230	0.00	0.00
11/8/16 0:00	42682.00	12.78	24.300	0.00	0.00
11/8/16 0:00	42682.00	11.72	23.630	0.14	0.00
11/8/16 0:00	42682.00	1.72	23.100	0.00	0.00
11/9/16 0:00	42683.00	11.72	22.610	0.00	0.00
11/9/16 0:00	42683.00	11.72	18.460	0.00	0.00
11/9/16 0:00	42683.00	11.72	21.420	0.00	0.00
11/10/16 0:00	42684.00	11.72	21.850	0.00	0.00
11/10/16 0:00	42684.00	11.72	26.200	0.00	0.00
11/10/16 0:00	42684.00	11.72	54.020	0.00	0.00
11/10/16 0:00	42684.00	11.72	35.620	0.00	0.00
11/11/16 0:00	42685.00	11.72	23.510	0.00	0.00
11/11/16 0:00	42685.00	11.72	21.620	0.00	0.00
11/11/16 0:00	42685.00	11.72	20.280	0.00	0.00
11/11/16 0:00	42685.00	11.72	18.520	0.00	0.00
11/12/16 0:00	42686.00	11.72	20.410	0.00	0.00
11/12/16 0:00	42686.00	11.72	18.050	0.00	0.00
11/12/16 0:00	42686.00	11.72	16.700	0.00	0.00
11/13/16 0:00	42687.00	11.72	20.130	0.00	0.00
11/13/16 0:00	42687.00	11.72	19.300	0.00	0.00
11/13/16 0:00	42687.00	11.72	19.030	0.00	0.00
11/13/16 0:00	42687.00	11.72	18.150	0.00	0.00
11/14/16 0:00	42688.00	11.72	18.210	0.00	0.00
11/14/16 0:00	42688.00	11.72	19.090	0.00	0.00
11/14/16 0:00	42688.00	11.72	19.320	0.00	0.00
11/14/16 0:00	42688.00	11.72	18.500	0.00	0.00
11/15/16 0:00	42689.00	11.72	18.170	0.00	0.00
11/15/16 0:00	42689.00	11.72	19.900	0.00	0.00
11/15/16 0:00	42689.00	11.72	19.340	0.00	0.00
11/15/16 0:00	42689.00	11.72	18.340	0.00	0.00
11/16/16 0:00	42690.00	11.72	17.940	0.00	0.00
11/16/16 0:00	42690.00	11.72	18.170	0.00	0.00
11/16/16 0:00	42690.00	11.72	16.220	0.00	0.00
11/17/16 0:00	42691.00	11.72	17.400	0.00	0.00
11/17/16 0:00	42691.00	11.72	18.490	0.00	0.00
11/17/16 0:00	42691.00	11.72	18.150	0.00	0.00
11/18/16 0:00	42692.00	11.72	16.700	0.00	0.00
11/18/16 0:00	42692.00	11.72	15.840	0.00	0.00
11/18/16 0:00	42692.00	12.62	16.080	0.00	0.00
11/18/16 0:00	42692.00	12.62	17.140	0.00	0.00
11/19/16 0:00	42693.00	12.62	17.490	0.00	0.00
11/19/16 0:00	42693.00	12.62	17.120	0.00	0.00
11/19/16 0:00	42693.00	12.62	17.070	0.00	0.00
11/19/16 0:00	42693.00	12.62	15.200	0.00	0.00
11/20/16 0:00	42694.00	12.62	16.720	0.00	0.00
11/20/16 0:00	42694.00	12.62	17.920	0.00	0.00
11/20/16 0:00	42694.00	12.62	17.830	0.00	0.00
11/21/16 0:00	42695.00	12.62	17.000	0.00	0.00
11/21/16 0:00	42695.00	12.62	16.600	0.00	0.00
11/21/16 0:00	42695.00	12.62	16.220	0.00	0.00
11/21/16 0:00	42695.00	12.62	16.760	0.00	0.00
11/22/16 0:00	42696.00	12.62	17.320	0.00	0.00
11/22/16 0:00	42696.00	12.62	17.570	0.00	0.00
11/22/16 0:00	42696.00	12.62	16.210	0.00	0.00
11/22/16 0:00	42696.00	12.62	14.130	0.00	0.00
11/23/16 0:00	42697.00	12.62	16.150	0.00	0.00
11/23/16 0:00	42697.00	12.43	17.650	0.00	0.00
11/23/16 0:00	42697.00	11.90	17.030	0.00	0.00
11/23/16 0:00	42697.00	11.90	16.060	0.00	0.00
11/24/16 0:00	42698.00	11.90	17.140	0.00	0.00
11/24/16 0:00	42698.00	11.90	15.590	0.00	0.00
11/24/16 0:00	42698.00	11.90	14.780	0.00	0.00
11/24/16 0:00	42698.00	11.90	16.630	0.00	0.00
11/25/16 0:00	42699.00	11.90	16.360	0.00	0.00
11/25/16 0:00	42699.00	11.90	17.040	0.00	0.00
11/25/16 0:00	42699.00	11.90	16.460	0.00	0.00
11/25/16 0:00	42699.00	11.90	14.600	0.00	0.00
11/26/16 0:00	42700.00	11.90	13.230	0.00	0.00
11/26/16 0:00	42700.00	12.08	13.770	0.00	0.00
11/26/16 0:00	42700.00	12.08	29.260	0.00	0.00
11/26/16 0:00	42700.00	12.08	20.190	0.00	0.00
11/27/16 0:00	42701.00	12.08	17.610	0.33	0.00
11/27/16 0:00	42701.00	12.08	13.040	0.00	0.00
11/27/16 0:00	42701.00	12.45	12.330	0.00	0.00
11/27/16 0:00	42701.00	12.08	13.780	0.00	0.00
11/28/16 0:00	42702.00	12.08	14.190	0.00	0.00
11/28/16 0:00	42702.00	12.08	13.000	0.00	0.00
11/28/16 0:00	42702.00	12.08	14.830	0.00	0.00
11/28/16 0:00	42702.00	12.08	12.430	0.00	0.00
11/29/16 0:00	42703.00	12.08	11.620	0.00	0.00
11/29/16 0:00	42703.00	12.08	13.450	0.00	0.00
11/29/16 0:00	42703.00	12.08	13.810	0.00	0.00
11/29/16 0:00	42703.00	12.08	14.520	0.00	0.00
11/30/16 0:00	42704.00	12.08	13.140	0.00	0.00
11/30/16 0:00	42704.00	12.08	13.930	0.00	0.00
11/30/16 0:00	42704.00	12.08	13.980	0.00	0.00
